"CollegeAthleteId","NflAthleteId","CollegeId","CollegeTeam","CollegeConference","NflTeam","Year","Overall","Round","Pick","Name","Position","Height","Weight","PreDraftRanking","PreDraftPositionRanking","PreDraftGrade","HometownInfo City","HometownInfo State","HometownInfo Country","HometownInfo Latitude","HometownInfo Longitude","HometownInfo CountyFips"
"4360310","104734","228","Clemson","ACC","Jacksonville","2021","1","1","1","Trevor Lawrence","Quarterback","78","213","1","1","97","Cartersville","GA","USA","34.1650972","-84.7999383","13015"
"4361259","104933","252","BYU","FBS Independents","New York","2021","2","1","2","Zach Wilson","Quarterback","74","214","4","2","93","Draper","UT","USA","40.5246711","-111.8638226","49035"
"4383351","104742","2449","North Dakota State","MVFC","San Francisco","2021","3","1","3","Trey Lance","Quarterback","76","224","9","3","92","","","","","",""
"4360248","104760","57","Florida","SEC","Atlanta","2021","4","1","4","Kyle Pitts","Tight End","78","245","2","1","94","Abington","PA","USA","40.1206656","-75.1179512","42091"
"4362628","104737","99","LSU","SEC","Cincinnati","2021","5","1","5","Ja'Marr Chase","Wide Receiver","72","201","3","1","94","Harvey","LA","USA","29.9035387","-90.0772944","17031"
"4372016","104744","333","Alabama","SEC","Miami","2021","6","1","6","Jaylen Waddle","Wide Receiver","70","180","7","3","93","Houston","TX","USA","29.7589382","-95.3676974","48201"
"4373825","104735","2483","Oregon","Pac-12","Detroit","2021","7","1","7","Penei Sewell","Offensive Tackle","77","331","5","1","93","Saint George","UT","USA","37.104153","-113.5841313","49053"
"4362847","104938","2579","South Carolina","SEC","Carolina","2021","8","1","8","Jaycee Horn","Cornerback","73","205","14","2","91","Alpharetta","GA","USA","34.0709576","-84.2747329","13121"
"4372012","104736","333","Alabama","SEC","Denver","2021","9","1","9","Pat Surtain II","Cornerback","74","208","10","1","92","Plantation","FL","USA","26.1265258","-80.25786123765101","12011"
"4241478","104741","333","Alabama","SEC","Philadelphia","2021","10","1","10","DeVonta Smith","Wide Receiver","72","170","6","2","93","Amite","LA","USA","30.7265747","-90.5089815","22105"
"4362887","104739","194","Ohio State","Big Ten","Chicago","2021","11","1","11","Justin Fields","Quarterback","75","227","11","4","91","Kennesaw","GA","USA","34.0234337","-84.6154897","13067"
"4361423","104738","213","Penn State","Big Ten","Dallas","2021","12","1","12","Micah Parsons","Inside Linebacker","75","246","16","2","90","Harrisburg","PA","USA","40.2663107","-76.8861122","42043"
"4242283","104761","77","Northwestern","Big Ten","Los Angeles","2021","13","1","13","Rashawn Slater","Offensive Tackle","76","304","8","2","93","Sugar Land","TX","USA","29.6196787","-95.6349463","48157"
"4259646","104771","30","USC","Pac-12","New York","2021","14","1","14","Alijah Vera-Tucker","Offensive Guard","77","308","13","1","91","Oakland","CA","USA","37.8044557","-122.2713563","06001"
"4241464","104935","333","Alabama","SEC","New England","2021","15","1","15","Mac Jones","Quarterback","75","217","15","5","90","Jacksonville","FL","USA","30.3321838","-81.655651","12031"
"4244606","105138","202","Tulsa","American Athletic","Arizona","2021","16","1","16","Zaven Collins","Outside Linebacker","77","259","27","1","89","Hominy","OK","USA","36.4142357","-96.3952963","40113"
"4241466","104806","333","Alabama","SEC","Las Vegas","2021","17","1","17","Alex Leatherwood","Offensive Tackle","77","312","60","2","80","Pensacola","FL","USA","30.421309","-87.2169149","12033"
"4242975","105141","2390","Miami","ACC","Miami","2021","18","1","18","Jaelan Phillips","Defensive End","78","260","21","2","90","Redlands","CA","USA","34.055735","-117.1888961","06071"
"4240778","105250","96","Kentucky","SEC","Washington","2021","19","1","19","Jamin Davis","Inside Linebacker","76","234","25","3","90","Ludowici","GA","USA","31.7097964","-81.7430846","13183"
"4240600","105142","57","Florida","SEC","New York","2021","20","1","20","Kadarius Toney","Wide Receiver","72","193","32","6","88","Mobile","AL","USA","30.6943566","-88.0430541","01097"
"4258194","104780","130","Michigan","Big Ten","Indianapolis","2021","21","1","21","Kwity Paye","Defensive End","75","261","18","1","90","Providence","RI","USA","41.8239891","-71.4128343","44007"
"4240859","104751","259","Virginia Tech","ACC","Tennessee","2021","22","1","22","Caleb Farley","Cornerback","74","197","19","3","90","Maiden","NC","USA","35.5766048","-81.2139216","37035"
"4361985","105134","259","Virginia Tech","ACC","Minnesota","2021","23","1","23","Christian Darrisaw","Offensive Tackle","77","322","20","3","90","Upper Marlboro","MD","USA","38.8165274","-76.7519753","24033"
"4241457","104766","333","Alabama","SEC","Pittsburgh","2021","24","1","24","Najee Harris","Running Back","73","232","28","2","89","Antioch","CA","USA","38.0049214","-121.805789","06013"
